num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;EduF;EduM;Rank;PaysVis;Nblang;VecuEtranger;D2_tot
2732;RUS;STW;BUS;F;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;travel beauty culture shops 
2733;RUS;STW;BUS;F;Inc3;4;4;Nat;Vis_O;2lang;etra_N;travel shops rest beauty culture
2734;RUS;STW;BUS;F;Inc3;4;4;Mul;Vis_O;2lang;etra_N;cleanness culture progress civilization rationality
2735;RUS;STW;BUS;F;Inc3;4;3;Nat;Vis_O;2lang;etra_N;travel fashion foreign countries  
2736;RUS;STW;BUS;M;Inc3;4;4;Loc;Vis_1a4;2lang;etra_N;innovation technology    
2737;RUS;STW;BUS;M;Inc2;2;4;Nat;Vis_O;2lang;etra_N;developed countries beauty cleanness good roads 
2739;RUS;YEK;BUS;F;Inc2;2;4;Loc;Vis_O;0-1lang;etra_N;developed countries warm climate   
2740;RUS;YEK;BUS;F;Inc2;3;4;Glo;Vis_1a4;0-1lang;etra_N;germany well-being stability income 
2741;RUS;YEK;BUS;F;Inc2;4;4;  .;Vis_1a4;2lang;etra_N;education culture cleanness comfort 
2742;RUS;YEK;BUS;M;Inc3;2;4;Nat;Vis5;0-1lang;etra_N;euro stability development culture history
2743;RUS;YEK;BUS;M;Inc1;1;1;Loc;Vis_O;0-1lang;etra_N;france italy   
2744;RUS;YEK;BUS;M;Inc2;2;2;Nat;Vis_O;0-1lang;etra_N;big mighty strong rich beauty
2745;RUS;YEK;BUS;M;Inc1;1;1;Nat;Vis_1a4;0-1lang;etra_N;beauty strong big perspective 
2746;RUS;YEK;BUS;M;Inc3;2;2;Glo;Vis5;4+lang;etra_N;foreign countries high standard of living foreign language rest 
2747;RUS;YEK;BUS;M;Inc2;2;2;Nat;Vis_O;0-1lang;etra_N;big strong mighty rich beauty
2748;RUS;YEK;BUS;F;Inc2;3;2;Nat;Vis_O;2lang;etra_N;european union sufficiency high standard of developed  
2749;RUS;YEK;BUS;M;Inc4;4;4;Nat;Vis_1a4;0-1lang;etra_O;euro european union   
2750;RUS;YEK;BUS;M;Inc1;1;2;Loc;Vis_1a4;2lang;etra_N;european union nato   
2751;RUS;YEK;BUS;M;Inc2;4;2;Glo;Vis_1a4;4+lang;etra_O;consolidation beauty old and young peaceable law
2752;RUS;YEK;BUS;F;Inc1;4;3;Nat;Vis_1a4;2lang;etra_N;euro union   
2753;RUS;YEK;BUS;M;Inc1;3;1;Nat;Vis_1a4;0-1lang;etra_N;foreign countries european union euro nato 
2754;RUS;YEK;BUS;M;Inc3;4;2;Nat;Vis_1a4;2lang;etra_N;union    
2755;RUS;YEK;BUS;M;Inc3;2;1;Nat;Vis_O;2lang;etra_N;union    
2756;RUS;YEK;BUS;M;Inc1;2;1;Nat;Vis_1a4;0-1lang;etra_N;prosperity export import economic 
2757;RUS;YEK;BUS;M;Inc1;1;1;Nat;Vis_O;0-1lang;etra_N;european union    
2758;RUS;YEK;BUS;M;Inc3;2;2;Nat;Vis_O;0-1lang;etra_N;united europe european union   
2759;RUS;YEK;BUS;F;Inc3;4;4;Nat;Vis_O;0-1lang;etra_N;european union prestige work money  
2760;RUS;YEK;BUS;F;Inc3;4;4;Nat;Vis_O;0-1lang;etra_N;european union schengen visa euro  
2761;RUS;YEK;BUS;F;Inc3;3;3;Loc;Vis5;3lang;etra_O;law cleanness pedantry education politeness
2762;RUS;YEK;BUS;M;Inc2;2;3;Loc;Vis_1a4;2lang;etra_N;euro buying european union  
2763;RUS;YEK;BUS;M;Inc3;3;4;Nat;Vis_1a4;3lang;etra_N;european union travel politics  
2764;RUS;YEK;BUS;M;Inc3;2;3;Nat;Vis_1a4;2lang;etra_N;travel politics education european union economy
2765;RUS;YEK;BUS;F;Inc3;3;4;Nat;Vis_O;0-1lang;etra_N;european union    
2767;RUS;YEK;BUS;M;Inc2;3;2;Inf;Vis_1a4;0-1lang;etra_N;euro standard   
2768;RUS;YEK;BUS;F;Inc2;3;2;Loc;Vis_O;2lang;etra_N;centre civilization   
2769;RUS;YEK;BUS;F;Inc2;3;3;Loc;Vis_1a4;0-1lang;etra_O;euro    
2770;RUS;YEK;BUS;M;Inc1;2;1;Nat;Vis_O;2lang;etra_N;fashion    
2771;RUS;YEK;BUS;F;Inc1;2;2;Nat;Vis_1a4;2lang;etra_N;eurasia asia   
2772;RUS;YEK;BUS;F;Inc3;4;3;Sup;Vis_1a4;2lang;etra_N;architecture ecology different approach to a living  
2773;RUS;YEK;BUS;F;Inc1;3;3;Loc;Vis_O;0-1lang;etra_N;culture order civilized  
2774;RUS;YEK;BUS;F;Inc2;3;3;Nat;Vis_1a4;3lang;etra_O;developed comfort material prosperity irreligious
2775;RUS;YEK;BUS;F;Inc2;4;4;Nat;Vis_O;2lang;etra_N;european union gondolier gondola beer annan kofi
2776;RUS;YEK;BUS;F;Inc3;4;4;Oth;Vis_1a4;3lang;etra_N;order culture development quality unity
2777;RUS;YEK;BUS;F;Inc3;3;3;Loc;Vis5;2lang;etra_N;community friendship force power conglomeration
2778;RUS;YEK;BUS;M;Inc2;3;2;Nat;Vis_1a4;2lang;etra_N;culture cleanness prosperity european union 
2780;RUS;YEK;BUS;M;Inc2;3;4;Inf;Vis_O;2lang;etra_N;old basis of the world    
4173;RUS;KHV;ENG;M;Inc2;3;3;Nat;Vis_1a4;0-1lang;etra_N;quality culture european union triumphal arch of napolron paris cathedral mother of god
4174;RUS;KHV;ENG;M;Inc3;3;3;Nat;Vis_1a4;0-1lang;etra_N;lamborgini loure ferrari paris cathedral of mother of god nissan
4175;RUS;KHV;ENG;F;Inc3;3;2;Nat;Vis_1a4;2lang;etra_N;mercedes louvre big ben paris cathedral of mother of god triumphal arch
4176;RUS;KHV;ENG;M;Inc3;2;4;Glo;Vis_1a4;3lang;etra_N;european union oon and unesco nato  
4177;RUS;KHV;ENG;M;Inc3;3;3;Nat;Vis_O;2lang;etra_N;louvre coco chanel triumphal arch of napoleon nato mercedes
4178;RUS;KHV;ENG;M;Inc3;2;2;Nat;Vis_1a4;2lang;etra_N;coco chanel high culture elite house  
4179;RUS;KHV;ENG;M;Inc3;3;2;Nat;Vis_1a4;2lang;etra_N;nato mercedes paris cathedral of mother of god  
4180;RUS;KHV;ENG;M;Inc3;4;3;Nat;Vis_O;0-1lang;etra_N;christian dior coco chanel paris cathedral of mother of god  
4181;RUS;KHV;ENG;M;Inc3;3;4;Nat;Vis_1a4;2lang;etra_N;coco chanel christian dior fashion triumphal arch of napoleon high culture
4182;RUS;KHV;ENG;F;Inc3;3;2;Loc;Vis_1a4;2lang;etra_N;wine euro napoleon hitler ferrari
4183;RUS;KHV;ENG;F;Inc2;2;2;Nat;Vis_1a4;4+lang;etra_O;beauty nature high quality high standard of living euro swiss bank
4184;RUS;KHV;ENG;M;Inc3;3;4;Nat;Vis_1a4;2lang;etra_N;rich cultural heritage trendsetter eiffel tower paris cathedral of mother of god 
4185;RUS;KHV;ENG;F;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;beautiful architecture    
4186;RUS;KHV;ENG;M;Inc2;3;2;Nat;Vis_O;2lang;etra_N;coco chanel ferrari nato louvre versailles
4187;RUS;KHV;ENG;F;Inc3;4;2;Nat;Vis_1a4;2lang;etra_O;freedom of morals sale mercedes uefa 
4188;RUS;KHV;ENG;M;Inc3;3;3;Nat;Vis_O;2lang;etra_N;paris cathedral of mother of god eiffel tower nato  
4189;RUS;KHV;ENG;M;Inc2;3;3;Nat;Vis_O;2lang;etra_N;eiffel  tower swiss bank french mode perfumery prada
4190;RUS;KHV;ENG;F;Inc3;4;1;Nat;Vis_O;2lang;etra_N;stonehenge fifa high culture  
4191;RUS;KHV;ENG;M;Inc2;4;3;Nat;Vis_O;0-1lang;etra_N;nato high standard of living post-industrial society economic crisis eiffel tower
4192;RUS;KHV;ENG;M;Inc2;4;3;Inf;Vis_O;2lang;etra_N;coco chanel high level education nato eiffel tower 
4193;RUS;KHV;ENG;M;Inc3;3;3;Nat;Vis_O;2lang;etra_N;eiffel tower coco chanel paris cathedral of mother of god  
4194;RUS;KHV;ENG;M;Inc3;4;4;Glo;Vis_1a4;2lang;etra_O;eiffel tower euro paris cathedral of mother of god  
4195;RUS;KHV;ENG;M;Inc3;2;3;Nat;Vis_1a4;2lang;etra_N;eiffel tower chanel nina richi  
4196;RUS;KHV;ENG;M;Inc2;3;3;Loc;Vis_1a4;0-1lang;etra_N;prosperity place of interest scientific and technical progress  
4197;RUS;KHV;ENG;M;Inc3;3;4;Nat;Vis_O;0-1lang;etra_N;european union bmw chanele  
4198;RUS;KHV;ENG;M;Inc2;4;3;Nat;Vis_1a4;0-1lang;etra_N;european union eiffel tower triumphal arch of napoleon  
4199;RUS;KHV;ENG;M;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;england european union   
4200;RUS;KHV;ENG;F;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;swiss bank bmw triumphal arch of napoleon paris cathedral of mother of god louvre
4201;RUS;KHV;ENG;F;Inc3;3;3;Loc;Vis_O;2lang;etra_N;euro eiffel tower big ben  
4202;RUS;KHV;ENG;F;Inc3;3;3;Nat;Vis_O;2lang;etra_N;big ben france good roads belgium european union
4203;RUS;KHV;ENG;F;Inc3;4;4;Nat;Vis_O;2lang;etra_N;high standard of living nato freedom of morals  
4204;RUS;KHV;ENG;F;Inc2;2;4;Nat;Vis_O;2lang;etra_N;european union euro paris cathedral of mother of god  
4205;RUS;KHV;ENG;M;Inc3;4;4;Nat;Vis_O;2lang;etra_N;european european union euro paris cathedral of mother of god eiffel tower
4206;RUS;KHV;ENG;M;Inc2;3;3;Loc;Vis_O;2lang;etra_N;reichstag paris cathedral of mother of god freedom of moral eiffel tower 
4207;RUS;KHV;ENG;M;Inc2;3;;Nat;Vis_O;2lang;etra_N;eiffel tower paris cathedral of mother of god euro  
4208;RUS;KHV;ENG;M;Inc2;3;3;Loc;Vis_O;2lang;etra_N;reichstag nato paris cathedral of mother of god eiffel tower 
4209;RUS;KHV;ENG;M;Inc3;4;2;Loc;Vis_O;2lang;etra_N;shakespeare eiffel tower nato kilt papa
4210;RUS;KHV;ENG;M;Inc3;4;2;Nat;Vis_O;2lang;etra_N;nato eiffel tower freedom of moral high standard of education 
4211;RUS;KHV;ENG;M;Inc3;3;3;Loc;Vis_1a4;0-1lang;etra_N;coco chanel eiffel tower paris cathedral of mother of god high standard of education 
4212;RUS;KHV;ENG;M;Inc3;3;3;Loc;Vis_O;2lang;etra_N;high standard of living paris cathedral of mother of god eiffel tower  
4213;RUS;MOW;ENG;M;Inc2;4;3;Nat;Vis_1a4;2lang;etra_O;globalization instability   
4214;RUS;MOW;ENG;M;Inc3;4;4;Nat;Vis_O;2lang;etra_N;european union nato un  
4215;RUS;MOW;ENG;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;society prosperity rights duties 
4216;RUS;MOW;ENG;M;Inc3;3;4;Nat;Vis_1a4;2lang;etra_N;elite beauty modernity model 
4217;RUS;MOW;ENG;M;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;christianity football euro knights 
4218;RUS;MOW;ENG;F;Inc2;3;3;Sup;Vis_1a4;2lang;etra_O;european union euro euro standard  
4219;RUS;MOW;ENG;F;Inc3;4;4;Sup;Vis_1a4;2lang;etra_N;order freedom art culture solidarity
4220;RUS;MOW;ENG;F;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;high level of development competence rationality  
4221;RUS;MOW;ENG;F;Inc2;4;4;Loc;Vis_1a4;2lang;etra_N;euro football   
4222;RUS;MOW;ENG;M;Inc3;3;3;Loc;Vis5;2lang;etra_N;european union global warming   
4223;RUS;MOW;ENG;F;Inc2;2;4;Nat;Vis5;3lang;etra_O;euro dark ages west traditions progress
4225;RUS;MOW;ENG;F;Inc2;4;4;Glo;Vis_O;2lang;etra_N;stability european union small areas  
4226;RUS;MOW;ENG;F;Inc3;3;4;Nat;Vis_1a4;2lang;etra_N;european union    
4227;RUS;MOW;ENG;M;Inc3;4;4;Nat;Vis5;3lang;etra_N;rationality civilization economy development 
4228;RUS;MOW;ENG;F;Inc2;4;3;Nat;Vis_1a4;0-1lang;etra_N;foreign countries    
4229;RUS;MOW;ENG;M;Inc3;3;3;Nat;Vis5;2lang;etra_N;european union euro   
4230;RUS;MOW;ENG;M;Inc3;3;4;Oth;Vis5;2lang;etra_N;euro european union gays  
4232;RUS;MOW;ENG;F;Inc2;4;4;Glo;Vis_O;2lang;etra_O;european union west mentality restraint  
4233;RUS;MOW;ENG;F;Inc1;1;1;Nat;Vis_1a4;2lang;etra_N;euro    
4234;RUS;MOW;ENG;M;;4;;Mul;Vis_1a4;2lang;etra_O;european union euro travel  
4235;RUS;MOW;ENG;M;Inc3;4;2;Nat;Vis_1a4;3lang;etra_O;euro european union berlin mashrooms amsterdam
4236;RUS;MOW;ENG;M;Inc3;3;3;Glo;Vis_1a4;2lang;etra_N;law society culture prosperity rights
4237;RUS;MOW;ENG;M;Inc3;3;3;Loc;Vis_1a4;0-1lang;etra_N;volkswagen bmw audi euro euro
4238;RUS;MOW;ENG;M;Inc1;2;2;Loc;Vis_1a4;0-1lang;etra_N;reliability justice   
4239;RUS;MOW;ENG;M;Inc3;4;4;Nat;Vis5;2lang;etra_N;nato euro group of eight  
4240;RUS;MOW;ENG;M;Inc2;4;4;Nat;Vis_1a4;2lang;etra_N;good credit system    
4241;RUS;MOW;ENG;M;Inc3;3;3;Loc;Vis5;0-1lang;etra_N;antique economical avidity  
4242;RUS;MOW;ENG;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;the old world quality football innovation standoffish
4243;RUS;MOW;ENG;F;Inc3;4;4;Sup;Vis5;0-1lang;etra_N;high standard of living rationality practicalness  
4244;RUS;MOW;ENG;F;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;european union possibility struggle  
4245;RUS;MOW;ENG;F;Inc3;3;2;Glo;Vis_1a4;2lang;etra_N;union euro culture reserve 
4246;RUS;MOW;ENG;F;Inc1;4;3;Nat;Vis_O;2lang;etra_N;development quality standard of living order prosperity
4247;RUS;MOW;ENG;F;Inc3;4;4;Nat;Vis_O;2lang;etra_N;rest euro standard  
4248;RUS;MOW;ENG;M;Inc2;2;3;Nat;Vis_O;0-1lang;etra_N;order law prosperity civilization 
4249;RUS;MOW;ENG;F;Inc3;4;3;Nat;Vis_1a4;3lang;etra_O;good revenue euro old age well provided for  
4250;RUS;MOW;ENG;F;Inc3;3;4;Inf;Vis_1a4;2lang;etra_N;euro rest berlusconi  
4251;RUS;MOW;ENG;M;Inc3;4;3;Inf;Vis_O;3lang;etra_N;freedom standard of living visa european union dark ages
4252;RUS;MOW;ENG;M;Inc2;4;4;Loc;Vis5;2lang;etra_N;france england spain germany italy
4253;RUS;MOW;ENG;M;Inc2;2;2;Nat;Vis_O;2lang;etra_N;high standard of living football beautiful towns  
4254;RUS;MOW;ENG;M;Inc1;4;4;Nat;Vis_O;0-1lang;etra_N;good food lemon rates splashes
4255;RUS;MOW;ENG;F;Inc2;3;3;Loc;Vis_1a4;2lang;etra_N;good life    
4256;RUS;YEK;ENG;M;Inc2;3;3;Loc;Vis_O;2lang;etra_N;european union quality development  
4257;RUS;YEK;ENG;M;Inc2;3;3;Loc;Vis_1a4;0-1lang;etra_N;culture traditions cleanness education 
4258;RUS;YEK;ENG;M;Inc3;3;3;Inf;Vis_O;0-1lang;etra_N;the new world nations   
4259;RUS;YEK;ENG;F;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;football cleanness mentality commonwealth 
4260;RUS;YEK;ENG;M;Inc2;4;4;Nat;Vis_1a4;2lang;etra_O;profit culture journey  
4261;RUS;YEK;ENG;F;Inc2;3;3;Loc;Vis_O;2lang;etra_N;great britain germany italy the old world 
4262;RUS;YEK;ENG;M;Inc3;4;3;Nat;Vis_O;0-1lang;etra_N;football the old world   
4263;RUS;YEK;ENG;F;Inc1;4;3;Glo;Vis_O;0-1lang;etra_N;window    
4264;RUS;YEK;ENG;M;Inc2;2;3;Loc;Vis_O;2lang;etra_N;england english euro  
4265;RUS;YEK;ENG;F;Inc1;1;2;Nat;Vis_O;2lang;etra_N;catholicism the old world   
4266;RUS;YEK;ENG;F;Inc1;4;3;Glo;Vis_1a4;2lang;etra_N;big ben high standard of living the middle ages  
4267;RUS;YEK;ENG;F;Inc3;2;2;Loc;Vis5;2lang;etra_N;old dame cricket england  
4268;RUS;YEK;ENG;M;Inc3;4;4;Inf;Vis_1a4;2lang;etra_N;development euro   
4269;RUS;YEK;ENG;F;Inc2;4;3;Glo;Vis_1a4;2lang;etra_O;overpopulation culture green lawn architecture 
4270;RUS;YEK;ENG;M;Inc2;4;4;Inf;Vis_O;2lang;etra_N;developed norway service  
4271;RUS;YEK;ENG;M;Inc2;3;4;Nat;Vis_1a4;2lang;etra_N;france germany spain  
4272;RUS;YEK;ENG;F;Inc2;3;2;Nat;Vis5;2lang;etra_N;unity culture traditions mentality football
4273;RUS;YEK;ENG;F;Inc2;3;3;Nat;Vis5;2lang;etra_N;culture order consciousness motorway unity
4274;RUS;YEK;ENG;M;Inc2;3;2;Nat;Vis_O;2lang;etra_N;stability cleanness history  
4275;RUS;YEK;ENG;F;Inc2;4;3;Nat;Vis5;2lang;etra_N;european union the old world cleanness motorway 
4276;RUS;YEK;ENG;M;Inc3;4;4;Inf;Vis_1a4;0-1lang;etra_N;paris fashion frogs cleanness 
4277;RUS;YEK;ENG;M;Inc3;4;4;Inf;Vis_1a4;3lang;etra_N;germany italy france england 
4278;RUS;YEK;ENG;F;Inc2;3;2;Glo;Vis_1a4;2lang;etra_N;culture fashion history strictness conservatism
4279;RUS;YEK;ENG;M;Inc3;2;2;Nat;Vis_1a4;0-1lang;etra_N;modernization comfort cleanness progress 
4280;RUS;YEK;ENG;F;Inc3;3;3;Nat;Vis_O;2lang;etra_N;macaroni shopping vine foreign language civilization
4281;RUS;YEK;ENG;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;prestige quality   
4282;RUS;YEK;ENG;M;Inc2;4;1;Nat;Vis_1a4;0-1lang;etra_N;friendship germany france football hockey
4283;RUS;YEK;ENG;M;Inc3;3;4;Nat;Vis_O;0-1lang;etra_N;tourism the old world fashion  
4284;RUS;YEK;ENG;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;england the old europe euro education 
4285;RUS;YEK;ENG;M;Inc2;4;3;Inf;Vis_O;2lang;etra_N;quality comfort leaders of sale privilege capital
4286;RUS;YEK;ENG;M;Inc2;2;3;Nat;Vis_1a4;2lang;etra_N;england paris the old world luxury rest
4287;RUS;YEK;ENG;M;Inc3;4;4;Nat;Vis_O;2lang;etra_N;england france   
4288;RUS;YEK;ENG;M;Inc2;3;4;Loc;Vis_O;2lang;etra_N;england france economy rest eurovision
4289;RUS;YEK;ENG;M;Inc2;3;3;Inf;Vis_1a4;0-1lang;etra_N;france germany england  
4290;RUS;YEK;ENG;F;Inc3;4;1;Nat;Vis_1a4;2lang;etra_N;level quality euro schengen 
4291;RUS;YEK;ENG;M;Inc3;3;2;Loc;Vis_O;0-1lang;etra_N;sea ecological compatibility place of interest  
4292;RUS;YEK;ENG;M;Inc3;2;2;Nat;Vis_O;0-1lang;etra_N;the old world culture custom stiffness 
4293;RUS;YEK;ENG;M;Inc3;3;4;Nat;Vis_O;0-1lang;etra_N;rest footwear fashion foreign language 
4294;RUS;YEK;ENG;M;Inc2;3;3;Nat;Vis_O;0-1lang;etra_N;fashion cinema order culture 
4295;RUS;YEK;ENG;M;Inc3;3;2;Loc;Vis_O;0-1lang;etra_N;france italy   
4297;RUS;YEK;ENG;M;Inc1;4;4;Nat;Vis_O;0-1lang;etra_N;un european union euro football 
5587;RUS;MOW;HEA;F;Inc2;4;2;Nat;Vis_1a4;2lang;etra_N;england christmas switzerland big-ben developed countries
5589;RUS;MOW;HEA;F;Inc3;3;4;Nat;Vis_1a4;2lang;etra_O;culture history money people economy
5590;RUS;MOW;HEA;F;Inc3;3;3;Loc;Vis_1a4;2lang;etra_O;travel    
5591;RUS;MOW;HEA;F;Inc1;4;4;Loc;Vis_O;3lang;etra_N;asia travel   
5592;RUS;MOW;HEA;M;Inc3;4;4;Nat;Vis_O;0-1lang;etra_N;entertainment    
5593;RUS;MOW;HEA;F;Inc1;3;3;Loc;Vis_1a4;3lang;etra_N;asia travel european union  
5594;RUS;MOW;HEA;M;Inc2;4;4;Inf;Vis_1a4;0-1lang;etra_N;possibilities development   
5595;RUS;MOW;HEA;F;Inc3;3;3;Loc;Vis_1a4;3lang;etra_N;asia travel european union  
5596;RUS;MOW;HEA;F;Inc3;3;4;Nat;Vis_1a4;2lang;etra_N;travel sights   
5597;RUS;MOW;HEA;F;Inc2;3;4;Glo;Vis5;2lang;etra_O;european union travel architecture literature art
5598;RUS;MOW;HEA;M;Inc3;4;4;Nat;Vis_1a4;3lang;etra_N;hign standard of living ecology history  
5599;RUS;MOW;HEA;F;Inc3;2;4;Nat;Vis_1a4;0-1lang;etra_O;football tourism   
5600;RUS;MOW;HEA;F;Inc2;3;4;Nat;Vis_1a4;0-1lang;etra_N;development prosperity   
5601;RUS;MOW;HEA;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;education career money sights shops
5602;RUS;MOW;HEA;M;Inc3;4;4;Nat;Vis_O;2lang;etra_N;technology crisis   
5603;RUS;MOW;HEA;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;music shops pubs sights excursions
5604;RUS;MOW;HEA;M;Inc3;4;3;Mul;Vis_1a4;3lang;etra_N;modern progress development singularity innateness
5605;RUS;MOW;HEA;F;Inc3;4;4;Mul;Vis_O;2lang;etra_N;asia travel eurasia  
5606;RUS;MOW;HEA;F;Inc3;3;4;Mul;Vis_O;2lang;etra_N;europe eurasia travel  
5607;RUS;MOW;HEA;M;Inc3;3;4;Glo;Vis_1a4;3lang;etra_O;civilization developed future in our hands  
5608;RUS;MOW;HEA;F;Inc3;3;4;Oth;Vis5;3lang;etra_N;euro fast development european union catholic old culture
5609;RUS;MOW;HEA;F;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;foreigners art renaissance great patriotic war 
5610;RUS;MOW;HEA;M;Inc3;4;4;Nat;Vis5;2lang;etra_N;vacation paris weather euro beer
5611;RUS;MOW;HEA;F;Inc4;4;4;Inf;Vis5;3lang;etra_O;clothes money rest car clubs
5612;RUS;MOW;HEA;F;Inc3;3;4;Nat;Vis_O;0-1lang;etra_O;paris tulips parisian prosperity tedium
5613;RUS;MOW;HEA;F;Inc2;4;4;Nat;Vis_1a4;4+lang;etra_O;eiffel tower big ben rest fountain gardens
5615;RUS;MOW;HEA;F;Inc3;4;2;Nat;Vis_1a4;2lang;etra_N;european union developed economy schengen  
5616;RUS;MOW;HEA;F;Inc3;4;4;Loc;Vis5;2lang;etra_N;european union culture travel education 
5617;RUS;MOW;HEA;F;Inc3;4;4;Nat;Vis_O;3lang;etra_N;information sights innovation news enlightenment
5618;RUS;MOW;HEA;M;Inc3;3;3;Nat;Vis_O;3lang;etra_N;culture beauty architecture history sights
5619;RUS;MOW;HEA;M;Inc2;4;4;Glo;Vis_1a4;3lang;etra_N;beauty travel european union bad ecology 
5620;RUS;MOW;HEA;F;Inc3;4;4;Mul;Vis_1a4;3lang;etra_O;travel hotels sights purchase good mood
5622;RUS;MOW;HEA;M;Inc3;4;3;Nat;Vis_O;0-1lang;etra_N;european union nobel cars warm europe
5623;RUS;MOW;HEA;F;Inc3;4;1;Loc;Vis_O;0-1lang;etra_N;portugal spain italy russia ukraine
5626;RUS;MOW;HEA;F;Inc3;4;4;Nat;Vis_1a4;3lang;etra_N;standard of living high revenue   
5627;RUS;MOW;HEA;M;Inc3;3;3;Nat;Vis_O;2lang;etra_N;crisis    
5628;RUS;MOW;HEA;M;Inc3;4;4;Nat;Vis5;2lang;etra_N;civilization culture advanced  
5631;RUS;STW;HEA;F;Inc2;4;3;Nat;Vis_O;0-1lang;etra_N;west high growth of industry high standard of living scholarship professionalism of physicians
5632;RUS;STW;HEA;F;Inc2;4;4;Nat;Vis_1a4;3lang;etra_O;crisis usa   
5635;RUS;STW;HEA;F;Inc2;3;3;Nat;Vis_O;2lang;etra_N;part of the world    
5636;RUS;STW;HEA;F;Inc2;3;2;Nat;Vis_O;2lang;etra_N;sophistication    
5637;RUS;STW;HEA;F;Inc2;3;3;Inf;Vis_O;2lang;etra_N;foreign countries egoism avidity exactness reasonableness
5638;RUS;STW;HEA;F;Inc2;3;2;Nat;Vis_O;2lang;etra_N;football suet gladiator`s arena babylon tower eiffel tower
5639;RUS;STW;HEA;F;Inc2;3;4;Nat;Vis_O;2lang;etra_N;european union un conflict  
5640;RUS;STW;HEA;F;Inc2;3;3;Nat;Vis_O;0-1lang;etra_N;big    
5641;RUS;STW;HEA;F;Inc3;4;3;Loc;Vis_O;2lang;etra_N;fashion football sport medicine cars
5642;RUS;STW;HEA;F;Inc2;3;3;Glo;Vis_O;2lang;etra_N;culture tourism airport diversity high development
5643;RUS;STW;HEA;M;Inc2;2;2;Nat;Vis_O;0-1lang;etra_N;friendship un european union developed countries tourism
5644;RUS;STW;HEA;M;Inc2;4;4;Nat;Vis_O;0-1lang;etra_N;euro un european union european tribunal council of europe
5645;RUS;STW;HEA;F;Inc3;3;3;Nat;Vis_O;0-1lang;etra_N;big    
5646;RUS;STW;HEA;F;Inc2;3;3;Glo;Vis_1a4;0-1lang;etra_N;big    
5647;RUS;STW;HEA;F;Inc4;4;3;Inf;Vis_O;0-1lang;etra_N;foreign cars    
5648;RUS;STW;HEA;F;Inc2;4;3;Loc;Vis_O;2lang;etra_N;west innovations technology fashion porshe
5649;RUS;STW;HEA;F;Inc2;4;4;Loc;Vis_O;3lang;etra_N;continent cars fashion traditions england
5650;RUS;STW;HEA;F;Inc2;4;2;Nat;Vis_O;0-1lang;etra_N;new modern style forward unknown
5651;RUS;STW;HEA;F;Inc2;4;;Nat;Vis_O;0-1lang;etra_N;fashion football innovation development culture
5652;RUS;STW;HEA;M;Inc3;4;4;Nat;Vis_O;0-1lang;etra_N;football rest cars girls 
5653;RUS;STW;HEA;F;Inc3;4;4;Nat;Vis_O;2lang;etra_N;most developed beautiful populated  
5654;RUS;STW;HEA;F;Inc2;3;3;Loc;Vis_O;2lang;etra_N;fashion culture sport  
5655;RUS;STW;HEA;F;Inc2;2;2;Mul;Vis_O;0-1lang;etra_N;fashion nature ocean development 
5656;RUS;STW;HEA;M;Inc3;3;3;Sup;Vis_O;0-1lang;etra_N;fashion football cars  
5657;RUS;STW;HEA;F;Inc2;3;4;Mul;Vis_O;0-1lang;etra_N;fashion sea football  
5658;RUS;STW;HEA;F;Inc2;4;3;Sup;Vis_O;0-1lang;etra_N;football eurovision fashion caucasian 
5659;RUS;STW;HEA;F;Inc1;4;3;Nat;Vis_O;2lang;etra_N;high level of development education travel order 
5660;RUS;STW;HEA;F;Inc4;4;4;Loc;Vis_O;0-1lang;etra_N;good cars anthropogenic   
5661;RUS;STW;HEA;F;Inc3;3;3;Glo;Vis_O;0-1lang;etra_N;progress euro good cars clothes europe
5662;RUS;STW;HEA;F;Inc4;4;4;Mul;Vis_O;0-1lang;etra_N;beautiful rich   
5663;RUS;STW;HEA;F;Inc2;2;2;Nat;Vis_O;0-1lang;etra_N;fashion cars lack of discipline  
5664;RUS;STW;HEA;M;Inc3;4;4;Nat;Vis_O;0-1lang;etra_N;european union west euro  
5665;RUS;STW;HEA;F;Inc2;3;3;Loc;Vis_O;0-1lang;etra_N;culture education revenue stability concern
5666;RUS;STW;HEA;M;Inc2;3;4;Nat;Vis_O;2lang;etra_N;european union euro paris germany g8
