num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;A11_LevEdu_f;A12_LevEdu_m;A13_Rank1;PaysVis;Mixit;Nblang;VecuEtranger;D2_tot
8475;IND;PNY;SHS;M;Inc1;EduF1;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;administrator uniform personality regularity cleanliness
8476;IND;PNY;SHS;M;Inc2;EduF2;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;most of the european countries are well developed countries well cultured well educated low populated good economic status    
8477;IND;PNY;SHS;M;Inc1;EduF1;EduM1;      .;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;france suden iran yamen omen
8479;IND;PNY;SHS;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed country in europe    
8480;IND;PNY;SHS;M;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;euro currency fully covered natural tourism country  
8481;IND;PNY;SHS;M;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;euro currency fully covered natural tourism country  
8483;IND;PNY;SHS;M;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;euro europe in development fully covered natural  
8484;IND;PNY;SHS;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;europe is gurden is beautiful is sex the tourism education    
8485;IND;PNY;SHS;M;;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;europe is gurden is beautiful is the tourism development    
8486;MDA;KIV;SHS;F;;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;progress history development economy potential
8487;MDA;KIV;SHS;F;Inc2;EduF2;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_N;history progress civilization development culture
8488;MDA;KIV;SHS;M;Inc2;EduF3;EduM2;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;democracy free circulation getting famous  
8489;MDA;KIV;SHS;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;old age preservation development mono-national ancient
8490;MDA;KIV;SHS;M;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;safety culture future development rest
8491;MDA;KIV;SHS;M;Inc2;EduF1;EduM2;(4) Sup;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;christianity european citizens stability freedom rights
8492;MDA;KIV;SHS;M;Inc2;;EduM2;(7)Mul;Nb_Vis5;Mixit_O;2lang;Vecu_etra_N;diversity integrity multiculturality modernism welfare
8493;MDA;KIV;SHS;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;development old continent european union post-industrialization 
8494;MDA;KIV;SHS;M;Inc2;EduF2;EduM2;(7)Mul;Nb_Vis5;Mixit_O;3lang;Vecu_etra_O;free speaking economic liberalism legislation for everyone pluralism social and economic stability
8495;MDA;KIV;SHS;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;european union development qualified resources modern great
8496;MDA;KIV;SHS;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;development high cultural level progress democracy close relationship between countries
8497;MDA;KIV;SHS;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;development high cultural level progress democracy close relationship between countries
8498;MDA;KIV;SHS;F;Inc2;EduF4;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_N;richness liberalism democracy  
8499;MDA;KIV;SHS;F;Inc3;EduF4;EduM3;(6) Oth;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;developed countries the place on the planet where i live   
8500;MDA;KIV;SHS;M;Inc2;EduF4;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;european union european council   
8502;MDA;KIV;SHS;F;Inc3;EduF3;EduM3;(4) Sup;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;development culture beauty attraction 
8503;MDA;KIV;SHS;F;Inc2;EduF3;EduM2;      .;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;independence freedom development future 
8504;MDA;KIV;SHS;F;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;freedom    
8505;MDA;KIV;SHS;F;Inc4;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;progress human development investment union 
8506;MDA;KIV;SHS;F;Inc1;EduF1;EduM1;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;pride prosperity welfare faith wisdom
8507;MDA;KIV;SHS;F;Inc2;EduF3;EduM1;(4) Sup;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;union advantage facilities lack of competition positive evolution
8508;MDA;KIV;SHS;F;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;great width   
8509;MDA;KIV;SHS;F;Inc2;EduF3;EduM3;(2) Inf;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;old europe rich white developed beauty
8510;MDA;KIV;SHS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;police european union rome  
8511;MDA;KIV;SHS;M;Inc1;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;the great powers united kingdom the inventors millionnaires world of wishes
8512;MDA;KIV;SHS;M;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_N;culture art modern democracy future
8513;MDA;KIV;SHS;F;Inc1;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;europe industrialized euro-region continent europe population europe future
8514;MDA;KIV;SHS;M;Inc2;EduF3;EduM3;(6) Oth;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;a community of free people  we do what we want    
8515;MDA;KIV;SHS;M;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;european kingdom european family   
8516;MDA;KIV;SHS;F;Inc1;EduF2;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;freedom perpetuity liberalism attractive bright
8517;MDA;KIV;SHS;F;Inc3;EduF4;EduM3;(4) Sup;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;rich beauty freedom great bright
8518;MDA;KIV;SHS;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;silence beauty pride  
8519;MDA;KIV;SHS;F;Inc2;EduF4;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;rich welfare beauty width 
8520;MDA;KIV;SHS;F;Inc1;EduF2;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;touristic object attractive great free 
8521;MDA;KIV;SHS;F;Inc1;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;beauty union   
8522;MDA;KIV;SHS;F;Inc3;EduF3;EduM3;(6) Oth;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;intelligence stability law constitution right equality
8523;MDA;KIV;SHS;F;Inc2;EduF2;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_O;european union economic power the oldest continent  
8524;MDA;KIV;SHS;F;Inc2;EduF3;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;europe european union stability modernization technical and scientific progress history
8525;MDA;KIV;SHS;F;Inc2;EduF2;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;europe history european union democracy freedom 
8526;MDA;KIV;SHS;F;Inc2;EduF1;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;development freedom integrity stability cooperation
8527;MDA;KIV;SHS;F;Inc2;EduF1;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;development freedom integrity stability cooperation
8528;MLT;MLA;SHS;M;Inc3;EduF4;EduM4;(7)Mul;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;culture music art  
8530;MLT;MLA;SHS;F;Inc3;EduF2;EduM1;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;home    
8531;MLT;MLA;SHS;F;Inc2;EduF2;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;european union development   
8533;MLT;MLA;SHS;M;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;european union euro   
8534;MLT;MLA;SHS;F;Inc2;EduF2;EduM2;      .;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;mediterranean sea including russia similar traces of culture  
8535;MLT;MLA;SHS;F;Inc3;EduF3;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;mediterranean sea    
8537;MLT;MLA;SHS;F;Inc1;EduF1;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;european union euro mediterranean sea european 
8538;MLT;MLA;SHS;F;Inc3;EduF3;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;culture unity democracy scenery art
8540;MLT;MLA;SHS;F;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;european union    
8541;MLT;MLA;SHS;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;language culture diversity  
8543;MLT;MLA;SHS;F;Inc1;EduF2;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;communication interrelations one market for malta inequality issue of illegal immigrants 
8544;MLT;MLA;SHS;F;Inc2;EduF2;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;culture unity art  
8545;MLT;MLA;SHS;F;Inc3;EduF2;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;high standard high technology democratic knowledgeable in english 
8546;MLT;MLA;SHS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;white high-standard of living high-tech democratic english-speaking
8547;MLT;MLA;SHS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;white high standard democratic  
8548;MLT;MLA;SHS;F;Inc2;EduF3;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;sunny    
8549;MLT;MLA;SHS;F;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;united    
8550;MLT;MLA;SHS;F;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;culture history   
8551;MLT;MLA;SHS;F;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_O;4+lang;Vecu_etra_N;multiculturalism sharing of ideas   
8552;MLT;MLA;SHS;F;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;beautiful full cultured historical 
8553;MLT;MLA;SHS;F;Inc3;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;cultures history colours languages 
8554;MLT;MLA;SHS;F;Inc3;EduF2;EduM2;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;centre multiculturalism opportunities  
8555;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;a highly developing continent    
8556;MLT;MLA;SHS;F;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;union solidarity cooperation  
8557;MLT;MLA;SHS;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;developed and more or less wealthy    
8558;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;developed continent    
8559;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_O;3lang;Vecu_etra_N;developed modern panoramic civilized 
8561;MLT;MLA;SHS;F;Inc2;EduF2;EduM3;(4) Sup;Nb_Vis_1a4;Mixit_O;4+lang;Vecu_etra_O;european union historical commercial economy diversity
8562;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;cultural democratic multi-language  
8563;MLT;MLA;SHS;M;Inc3;EduF2;EduM3;(1) Loc;Nb_Vis5;Mixit_N;0-1lang;Vecu_etra_O;centre of the world    
8564;MLT;MLA;SHS;M;Inc2;EduF3;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;equality  between people care for the environment powerful  as in nations fair  as in skin colour secular
8565;MLT;MLA;SHS;M;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;unification european union   
8566;MLT;MLA;SHS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;developed multiethnic powerful  
8567;MLT;MLA;SHS;M;Inc3;EduF2;EduM3;(6) Oth;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;european union eea eec european nations superstate
8568;MLT;MLA;SHS;F;Inc1;EduF1;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;"interlinked ""unified"" countries   "
8569;MLT;MLA;SHS;M;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;nationality culture economy innovation fraternity
8570;MLT;MLA;SHS;M;Inc2;EduF3;EduM1;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;highly educated    
8571;MLT;MLA;SHS;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_O;culture way of living   
8572;MLT;MLA;SHS;M;Inc3;EduF2;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_O;cheese culture wine innovation pride
8573;MLT;MLA;SHS;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;arts    
8574;MLT;MLA;SHS;M;Inc3;EduF3;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_O;art wine beautiful women  
8575;MLT;MLA;SHS;F;Inc2;EduF3;EduM1;(4) Sup;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;advanced civilized cooperative exploitative unified
8576;MLT;MLA;SHS;M;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;crusaders world wars industrial revolution great siege of malta e lepanto 
8578;MLT;MLA;SHS;M;Inc3;EduF2;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;democracy modernization developed rich 
8579;MLT;MLA;SHS;F;Inc3;EduF4;EduM4;(4) Sup;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;culture history people travel 
8580;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;political freedom economic development culture & art  
8581;MLT;MLA;SHS;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;economic union    
8583;MLT;MLA;SHS;M;Inc3;EduF3;EduM4;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;christendom graeco-roman civilization   
8584;MLT;MLA;SHS;M;Inc3;EduF2;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;fraternity values christianity pride unity-diversity
8585;MLT;MLA;SHS;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;varied across all its latitudes & longitudes in a small area    
8586;MLT;MLA;SHS;F;Inc2;EduF3;EduM3;(4) Sup;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;european union    
8587;MLT;MLA;SHS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;unity information technology democracy high economy innovative
8588;MLT;MLA;SHS;F;Inc3;EduF3;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;development environment economy  
8589;MLT;MLA;SHS;F;Inc3;EduF3;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;always thinking how to dominate the world in her own thoughts    
8591;MLT;MLA;SHS;M;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_N;euro pound sterling commonwealth european union alfa romeo
8592;MLT;MLA;SHS;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;potential deceiving bureaucracy united 
8593;MLT;MLA;SHS;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;highly developed good in technology good quality of life  
8594;MLT;MLA;SHS;M;Inc2;EduF2;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;culture society languages colour traditions
8595;MLT;MLA;SHS;M;Inc2;;EduM1;(4) Sup;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;religion culture history  
8598;MLT;MLA;SHS;F;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;high standard of living history   
8600;MLT;MLA;SHS;M;Inc2;EduF2;EduM2;(7)Mul;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;rome napoleon bismark mediterranean sea 
8602;MLT;MLA;SHS;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;developed technology good climate  
8603;MLT;MLA;SHS;M;Inc3;EduF2;EduM4;(4) Sup;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;european commonwealth euro scandinavia mediterranean
8604;MLT;MLA;SHS;M;Inc1;EduF3;EduM1;(6) Oth;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;"advanced european union capitalist strong prone to failure/revolution; self-confident"
8606;MLT;MLA;SHS;F;Inc3;EduF2;EduM2;(1) Loc;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;high standard of living improvement in sanitation and health improvement in technology  
8607;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;joining countries as one    
8608;MLT;MLA;SHS;F;Inc2;EduF2;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;unity sovreignity equality  
8609;MLT;MLA;SHS;F;Inc2;EduF4;;(1) Loc;Nb_Vis_1a4;Mixit_O;4+lang;Vecu_etra_N;united    
8610;MLT;MLA;SHS;F;Inc3;EduF2;EduM2;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;different cultures nationalities    
8611;MLT;MLA;SHS;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;western civilization    
8612;MLT;MLA;SHS;F;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;different nationalities    
8613;MLT;MLA;SHS;M;Inc3;EduF4;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;historical white catholic powerful good food
8614;PRT;CBP;SHS;F;Inc2;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;tradition development formality union 
8615;PRT;CBP;SHS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;euro culture politics community knowledge
8616;PRT;CBP;SHS;F;Inc1;EduF1;EduM1;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;unity in difference    
8617;PRT;CBP;SHS;M;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;rich developed ancient world cradle of civilization motor of the world
8618;PRT;CBP;SHS;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;unity freedom community  
8619;PRT;CBP;SHS;M;Inc3;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_O;development euro european union portugal mediterranean
8620;PRT;CBP;SHS;F;Inc3;EduF3;EduM3;(6) Oth;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;multiculturalism unity diversity patrimony development
8621;PRT;CBP;SHS;M;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;old continent peace religion gastronomy tradition
8622;PRT;CBP;SHS;F;Inc1;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;union    
8623;PRT;CBP;SHS;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;mutual development euro eastern europe stable continent several developed countries
8624;PRT;CBP;SHS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;equality help development  
8625;PRT;CBP;SHS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;diversity history antiquity  
8626;PRT;CBP;SHS;M;Inc2;EduF2;EduM3;(2) Inf;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;euro uefa state world centre
8627;PRT;CBP;SHS;F;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;halfway continent in terms of development multicultural   
8628;PRT;CBP;SHS;F;Inc3;EduF3;EduM4;      .;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;development euro equality assistance 
8629;PRT;CBP;SHS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;0-1lang;Vecu_etra_N;peace development union cooperation 
8630;PRT;CBP;SHS;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;the old continent    
8631;PRT;CBP;SHS;F;Inc1;EduF2;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;cultural developed history gastronomy cozy
8632;PRT;CBP;SHS;F;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;poor of spirit culture gastronomy developed 
8633;PRT;CBP;SHS;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;union euro europool  
8634;PRT;EVR;SHS;F;Inc2;EduF1;EduM1;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;euros civilization union development 
8635;PRT;EVR;SHS;F;Inc2;;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;beautiful dynamic people attractive development richness
8636;PRT;EVR;SHS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;euro union european parliament member states development
8637;PRT;EVR;SHS;F;Inc3;EduF4;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;development interaction freedom justice 
8638;PRT;EVR;SHS;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;development culture european union  
8639;PRT;EVR;SHS;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;developed market interest resources politics
8640;PRT;EVR;SHS;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;nothing    
8641;PRT;EVR;SHS;F;Inc2;EduF3;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_N;euro culture knowledge life beauty
8642;PRT;EVR;SHS;M;Inc3;EduF2;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;developed    
8643;PRT;EVR;SHS;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;culture union   
8644;PRT;EVR;SHS;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;reception solidarity assistance education 
8645;PRT;EVR;SHS;M;Inc1;EduF3;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;populational development institutional organizational 
8646;PRT;EVR;SHS;F;Inc2;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;union euro languages religion tourism
8647;PRT;EVR;SHS;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;union development beauty consumption tourism
8648;PRT;EVR;SHS;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;old worldwide great power social and economic    
8649;PRT;EVR;SHS;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;union community freedom peace life
8650;PRT;EVR;SHS;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;development beauty economy society familiarity
8651;PRT;EVR;SHS;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;european union community treaty of lisbon european economic community euro
8652;PRT;EVR;SHS;M;Inc1;EduF3;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;freedom of circulation of people and products    
8653;PRT;EVR;SHS;M;Inc3;EduF2;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;most developed continent in the world    
8654;PRT;LIS;SHS;F;Inc2;EduF3;EduM2;(3) Nat;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;association objectives unleashment shyness small potency
8655;PRT;LIS;SHS;M;Inc3;EduF3;EduM4;(2) Inf;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;social inequality hope ethnic conflicts  
8656;PRT;LIS;SHS;F;Inc3;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;union    
8657;PRT;LIS;SHS;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;development diversity euro european union rich history
